Date,Statewide.Unallocated,Allegany.County,Anne.Arundel.County,Baltimore.County,Calvert.County,Caroline.County,Carroll.County,Cecil.County,Charles.County,Dorchester.County,Frederick.County,Garrett.County,Harford.County,Howard.County,Kent.County,Montgomery.County,Prince.George.s.County,Queen.Anne.s.County,St..Mary.s.County,Somerset.County,Talbot.County,Washington.County,Wicomico.County,Worcester.County,Baltimore.City
1/22/21,0,18,271,262,49,20,38,34,81,47,108,3,87,94,11,377,387,22,31,21,17,79,69,31,235
1/23/21,0,35,203,212,28,9,51,19,58,7,121,6,85,74,14,401,411,8,40,7,12,58,62,26,198
1/24/21,0,27,165,176,17,7,27,23,58,7,67,1,75,49,6,400,303,11,22,5,8,42,44,9,137
1/25/21,0,11,145,180,18,35,48,11,52,40,103,4,61,61,1,197,294,7,15,27,8,54,43,3,64
1/26/21,0,13,184,227,15,18,53,34,67,8,23,1,82,112,7,359,376,7,37,8,9,51,32,22,194
1/27/21,0,15,269,364,36,9,58,16,47,14,103,17,88,80,2,326,353,16,41,14,13,75,41,10,183
1/28/21,0,9,173,225,33,26,53,19,76,9,105,7,59,78,4,297,374,10,28,6,11,79,19,19,161
1/29/21,0,32,202,268,19,15,29,36,56,34,84,1,101,88,6,402,321,25,41,11,27,69,65,19,146
1/30/21,0,23,169,230,18,14,64,12,57,15,84,4,81,76,13,255,300,4,11,8,6,66,37,20,180
1/31/21,0,7,138,161,18,11,29,10,38,14,31,4,43,59,2,190,219,3,42,6,12,29,18,6,73
2/1/21,0,7,67,106,10,3,18,9,27,3,76,0,39,25,5,137,193,8,7,8,16,23,19,3,96
2/2/21,0,6,83,127,8,2,16,8,39,7,37,2,31,48,3,147,195,8,18,7,9,27,32,8,74
2/3/21,0,21,168,155,19,11,24,13,58,11,86,5,45,63,3,343,282,5,25,11,6,49,24,10,117
2/4/21,0,10,195,191,20,9,37,21,48,10,65,2,41,59,2,258,287,15,36,7,9,50,42,12,121
2/5/21,0,49,116,201,14,13,24,22,50,32,58,12,70,51,1,195,284,15,42,8,9,44,21,17,152
2/6/21,0,12,139,195,14,23,53,18,46,8,89,2,77,75,7,244,257,16,36,10,18,50,20,8,149
2/7/21,0,7,99,91,6,2,21,8,29,10,43,0,51,29,0,154,179,2,28,6,5,15,15,8,95
2/8/21,0,4,69,63,7,7,33,9,31,5,59,1,26,56,1,202,241,4,14,7,7,27,18,4,81
2/9/21,0,12,116,169,9,3,23,15,39,5,31,1,58,50,3,166,224,10,12,3,7,43,10,12,116
2/10/21,0,3,120,176,17,6,40,16,37,8,59,1,61,39,4,159,221,13,18,3,2,60,25,5,106
2/11/21,0,12,132,135,7,5,22,12,32,3,45,4,52,53,6,170,181,12,29,15,2,32,17,12,122
2/12/21,0,11,100,122,6,4,19,14,30,25,72,1,42,59,2,188,172,10,17,8,6,139,14,6,92
2/13/21,0,4,78,120,7,4,18,8,27,13,43,0,36,46,3,125,162,4,7,1,9,35,12,6,79
2/14/21,0,3,76,91,9,4,18,9,25,7,39,0,40,32,2,101,138,1,17,1,5,21,7,3,73
2/15/21,0,2,43,53,5,4,6,9,19,2,33,2,15,26,3,91,98,6,11,1,7,14,6,5,55
2/16/21,0,1,76,156,5,2,9,6,29,1,30,0,34,42,4,107,186,5,8,2,3,36,7,2,8
2/17/21,0,5,139,109,7,4,17,2,30,11,71,1,39,41,2,143,184,11,20,5,7,28,23,14,73
2/18/21,0,8,104,135,4,8,25,5,30,17,47,1,44,36,4,149,231,14,23,5,14,25,8,3,68
2/19/21,0,0,76,80,9,3,17,0,28,6,30,0,50,44,1,102,176,6,5,1,12,14,13,6,84
2/20/21,0,9,54,86,2,1,11,1,19,14,32,0,23,14,1,100,129,11,17,3,3,29,4,1,54
2/21/21,0,2,72,69,7,4,13,2,18,5,24,2,24,49,0,87,128,3,10,0,4,17,9,2,60
2/22/21,0,2,52,62,3,1,13,4,20,12,32,1,27,35,2,103,166,0,14,4,4,15,5,4,81
2/23/21,0,3,79,157,3,3,15,1,30,2,31,0,37,44,1,141,193,6,9,1,5,17,16,11,57
2/24/21,0,1,113,131,8,2,11,12,29,7,48,4,30,35,1,129,179,4,32,2,7,63,16,8,104
2/25/21,0,1,100,187,5,9,30,7,34,9,43,1,29,42,11,143,202,4,13,9,3,22,15,6,45
2/26/21,0,5,94,110,8,4,15,6,21,6,41,0,25,33,1,127,159,8,20,3,3,17,9,4,117
2/27/21,0,1,108,112,9,6,12,10,14,5,28,1,26,41,1,110,171,3,18,5,7,25,13,3,98
2/28/21,0,2,60,81,5,3,5,9,22,1,31,2,32,29,3,119,93,3,6,1,6,9,7,1,73
3/1/21,0,1,55,90,3,2,7,2,8,6,34,0,14,4,1,104,96,2,11,0,4,10,4,3,7
3/2/21,0,0,136,121,4,0,14,2,34,0,32,0,38,37,2,96,176,3,0,3,3,21,7,1,59
3/3/21,0,2,121,135,5,0,5,14,31,1,60,0,25,25,1,107,149,3,16,4,4,17,7,6,68
3/4/21,0,5,65,174,11,5,30,5,39,3,46,0,43,41,4,94,160,8,14,3,8,19,12,4,120
3/5/21,0,2,92,147,7,1,33,7,24,11,25,2,44,123,2,102,171,4,22,1,1,16,7,0,89
3/6/21,0,3,90,91,10,1,24,6,17,6,30,1,21,31,4,89,162,4,15,0,1,19,5,3,75
3/7/21,0,1,54,132,9,1,13,7,30,3,23,1,50,26,2,94,125,3,14,3,0,7,7,3,108
3/8/21,0,1,55,104,4,1,22,2,12,1,28,0,21,88,1,85,119,0,5,9,0,12,12,4,47
3/9/21,0,3,103,130,4,3,21,4,16,1,35,1,52,81,0,107,133,1,13,2,1,33,5,3,146
3/10/21,0,6,112,175,18,0,19,8,26,2,42,5,41,43,2,126,147,2,15,0,3,28,14,2,89
3/11/21,0,1,115,179,5,3,33,16,41,2,36,4,54,44,3,115,140,10,1,3,3,14,30,4,133
3/12/21,0,1,100,156,6,2,33,11,26,10,47,1,48,89,6,133,189,4,6,3,0,36,19,2,173
3/13/21,0,5,95,134,8,0,20,8,28,2,44,12,40,21,2,126,145,3,8,1,4,16,4,0,134
3/14/21,0,1,47,88,2,2,19,9,22,6,33,2,36,21,8,84,102,2,6,2,3,18,7,5,92
3/15/21,0,3,62,108,10,0,8,8,21,2,40,1,33,43,1,77,114,3,8,6,0,15,5,0,92
3/16/21,0,7,91,137,6,1,17,11,38,1,21,0,44,41,5,119,178,3,1,2,2,55,5,0,130
3/17/21,0,4,130,209,10,2,29,21,23,8,48,1,68,36,42,104,128,4,13,1,0,29,7,2,194
3/18/21,0,3,155,163,8,4,24,19,34,5,53,4,56,28,7,132,175,15,9,4,1,50,14,1,188
3/19/21,0,1,179,183,14,3,27,20,37,11,40,5,51,61,1,119,174,7,6,6,2,25,10,4,132
3/20/21,0,4,93,173,11,1,20,14,23,5,59,3,56,31,1,97,174,1,11,4,6,21,10,3,186
3/21/21,0,1,77,113,5,2,18,9,14,6,27,1,26,35,0,91,111,4,6,0,8,16,7,2,103
3/22/21,0,0,80,117,8,0,28,22,19,3,16,1,39,22,0,90,106,3,11,6,0,14,9,3,131
3/23/21,0,4,132,212,14,4,17,21,47,1,50,0,57,50,0,139,163,5,3,6,0,39,19,4,186
3/24/21,0,9,175,241,12,5,34,8,25,5,55,4,78,67,0,161,200,8,24,6,3,51,10,6,195
3/25/21,0,2,122,256,14,7,35,12,40,6,68,1,84,44,0,127,203,8,17,3,1,48,24,11,227
3/26/21,0,8,138,260,14,5,34,11,24,8,42,3,108,85,0,137,217,3,1,0,4,41,12,7,204
3/27/21,0,13,126,245,8,6,44,11,28,0,50,2,84,62,0,142,203,2,11,1,4,45,11,3,234
3/28/21,0,9,99,206,7,2,16,9,28,1,44,1,72,42,0,99,128,0,6,0,2,24,4,10,221
3/29/21,0,2,105,160,5,5,28,9,19,1,36,1,46,64,0,98,119,9,4,6,4,16,6,7,153
3/30/21,0,20,118,245,4,3,40,18,29,3,50,3,109,58,0,115,191,8,9,5,0,73,10,12,239
3/31/21,0,6,168,323,16,5,51,22,40,8,69,2,92,72,3,127,231,10,22,0,7,49,9,12,240
4/1/21,0,10,155,324,2,7,30,28,39,5,34,0,114,63,6,120,200,5,22,1,4,32,17,11,228
4/2/21,0,11,128,232,7,6,30,26,23,8,61,4,71,65,3,110,191,6,9,0,2,37,19,5,221
4/3/21,0,2,138,348,12,10,45,24,46,6,37,3,107,97,8,151,207,5,15,2,2,46,8,8,342
4/4/21,0,0,95,139,7,3,23,16,23,5,41,1,53,38,4,91,108,4,8,1,2,16,9,7,165
4/5/21,0,1,80,161,2,5,30,10,11,1,54,0,63,36,2,72,139,6,14,1,1,19,12,5,142
4/6/21,0,28,115,326,7,2,34,23,31,4,28,2,99,77,0,130,199,7,12,1,3,40,8,8,287
4/7/21,0,4,129,263,7,6,34,15,28,10,68,2,86,31,2,108,167,4,12,1,11,45,7,8,249
4/8/21,0,10,210,394,10,8,44,28,45,6,77,1,111,85,3,160,253,14,22,4,5,58,12,5,275
4/9/21,0,18,159,331,7,3,41,48,32,25,28,3,101,57,3,138,195,10,10,4,5,45,24,4,293
4/10/21,0,12,156,295,10,6,33,26,37,7,62,1,94,42,4,131,208,8,9,1,4,29,5,6,297
